Date,Trading method,Allocation no,Asset,Weight of asset(%)Asset price,Amount to buy ,Total spending,Timeframe
"Dec 30, 2020",One-off,759,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,759,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,760,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,760,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,760,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,760,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,760,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,761,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,761,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,761,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,761,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,761,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,762,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,762,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,762,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,762,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,762,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,763,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,763,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,763,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,763,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,763,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,764,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,764,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,764,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,764,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,764,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,765,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,765,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,765,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,765,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,765,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,766,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,766,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,766,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,766,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,766,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,767,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,767,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,767,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,767,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,767,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,768,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,768,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,768,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,768,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,768,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,769,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,769,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,769,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,769,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,769,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,770,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,770,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,770,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,770,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,770,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,771,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,771,sbonds,0.25,203.32,122,24805.04,
"Dec 30, 2020",One-off,771,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,771,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,771,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,772,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,772,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,772,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,772,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,772,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,773,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,773,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,773,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,773,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,773,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,774,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,774,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,774,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,774,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,774,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,775,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,775,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,775,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,775,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,775,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,776,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,776,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,776,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,776,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,776,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,777,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,777,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,777,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,777,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,777,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,778,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,778,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,778,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,778,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,778,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,779,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,779,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,779,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,779,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,779,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,780,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,780,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,780,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,780,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,780,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,781,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,781,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,781,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,781,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,781,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,782,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,782,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,782,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,782,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,782,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,783,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,783,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,783,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,783,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,783,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,784,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,784,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,784,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,784,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,784,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,785,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,785,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,785,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,785,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,785,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,786,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,786,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,786,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,786,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,786,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,787,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,787,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,787,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,787,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,787,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,788,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,788,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,788,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,788,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,788,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,789,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,789,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,789,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,789,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,789,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,790,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,790,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,790,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,790,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,790,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,791,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,791,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,791,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,791,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,791,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,792,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,792,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,792,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,792,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,792,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,793,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,793,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,793,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,793,gold,0.3,177.7,168,29853.6,
"Dec 30, 2020",One-off,793,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,794,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,794,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,794,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,794,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,794,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,795,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,795,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,795,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,795,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,795,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,796,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,796,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,796,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,796,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,796,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,797,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,797,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,797,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,797,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,797,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,798,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,798,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,798,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,798,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,798,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,799,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,799,sbonds,0.2,203.32,98,19925.36,
"Dec 30, 2020",One-off,799,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,799,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,799,cash,0.3,1,30000,30000,
"Dec 30, 2020",One-off,800,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,800,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,800,sbonds,0.35,253.84,137,34776.08,
"Dec 30, 2020",One-off,800,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,800,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,801,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,801,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,801,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,801,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,801,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,802,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,802,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,802,sbonds,0.3,253.84,118,29953.12,
"Dec 30, 2020",One-off,802,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,802,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,803,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,803,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,803,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,803,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,803,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,804,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,804,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,804,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,804,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,804,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,805,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,805,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,805,sbonds,0.25,253.84,98,24876.32,
"Dec 30, 2020",One-off,805,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,805,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,806,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,806,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,806,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,806,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,806,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,807,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,807,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,807,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,807,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,807,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,808,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,808,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,808,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,808,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,808,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,809,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,809,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,809,sbonds,0.2,253.84,78,19799.52,
"Dec 30, 2020",One-off,809,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,809,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,810,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,810,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,810,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,810,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,810,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,811,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,811,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,811,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,811,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,811,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,812,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,812,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,812,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,812,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,812,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,813,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,813,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,813,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,813,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,813,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,814,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,814,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,814,sbonds,0.15,253.84,59,14976.56,
"Dec 30, 2020",One-off,814,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,814,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,815,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,815,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,815,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,815,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,815,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,816,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,816,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,816,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,816,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,816,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,817,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,817,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,817,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,817,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,817,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,818,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,818,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,818,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,818,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,818,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,819,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,819,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,819,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,819,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,819,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,820,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,820,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,820,sbonds,0.1,253.84,39,9899.76,
"Dec 30, 2020",One-off,820,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,820,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,821,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,821,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,821,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,821,gold,0.3,177.7,168,29853.6,
"Dec 30, 2020",One-off,821,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,822,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,822,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,822,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,822,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,822,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,823,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,823,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,823,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,823,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,823,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,824,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,824,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,824,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,824,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,824,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,825,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,825,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,825,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,825,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,825,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,826,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,826,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,826,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,826,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,826,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,827,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,827,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,827,sbonds,0.05,253.84,19,4822.96,
"Dec 30, 2020",One-off,827,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,827,cash,0.3,1,30000,30000,
"Dec 30, 2020",One-off,828,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,828,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,828,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,828,gold,0.35,177.7,196,34829.2,
"Dec 30, 2020",One-off,828,cash,0.0,1,0,0,
"Dec 30, 2020",One-off,829,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,829,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,829,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,829,gold,0.3,177.7,168,29853.6,
"Dec 30, 2020",One-off,829,cash,0.05,1,5000,5000,
"Dec 30, 2020",One-off,830,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,830,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,830,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,830,gold,0.25,177.7,140,24878.0,
"Dec 30, 2020",One-off,830,cash,0.1,1,10000,10000,
"Dec 30, 2020",One-off,831,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,831,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,831,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,831,gold,0.2,177.7,112,19902.4,
"Dec 30, 2020",One-off,831,cash,0.15,1,15000,15000,
"Dec 30, 2020",One-off,832,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,832,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,832,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,832,gold,0.15,177.7,84,14926.8,
"Dec 30, 2020",One-off,832,cash,0.2,1,20000,20000,
"Dec 30, 2020",One-off,833,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,833,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,833,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,833,gold,0.1,177.7,56,9951.2,
"Dec 30, 2020",One-off,833,cash,0.25,1,25000,25000,
"Dec 30, 2020",One-off,834,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,834,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,834,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,834,gold,0.05,177.7,28,4975.6,
"Dec 30, 2020",One-off,834,cash,0.3,1,30000,30000,
"Dec 30, 2020",One-off,835,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,835,sbonds,0.15,203.32,73,14842.36,
"Dec 30, 2020",One-off,835,sbonds,0.0,253.84,0,0.0,
"Dec 30, 2020",One-off,835,gold,0.0,177.7,0,0.0,
"Dec 30, 2020",One-off,835,cash,0.35,1,35000,35000,
"Dec 30, 2020",One-off,836,stocks,0.5,203.32,245,49813.4,
"Dec 30, 2020",One-off,836,sbonds,0.1,203.32,49,9962.68,
"Dec 30, 2020",One-off,836,sbonds,0.4,253.84,157,39852.88,
