Date,Trading method,Allocation no,Asset,Weight of asset,Asset price,Amount to buy,Total spending,Investment period
"Jul 01, 2020",One-off,161,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,161,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,162,stocks,0.7,181.47,385,69865.95,3
"Jul 01, 2020",One-off,162,cbonds,0.05,83.04,60,4982.4,3
"Jul 01, 2020",One-off,162,sbonds,0.25,261.9,95,24880.5,3
"Jul 01, 2020",One-off,162,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,162,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,163,stocks,0.7,181.47,385,69865.95,3
"Jul 01, 2020",One-off,163,cbonds,0.05,83.04,60,4982.4,3
"Jul 01, 2020",One-off,163,sbonds,0.2,261.9,76,19904.4,3
"Jul 01, 2020",One-off,163,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,163,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,164,stocks,0.7,181.47,385,69865.95,3
"Jul 01, 2020",One-off,164,cbonds,0.05,83.04,60,4982.4,3
"Jul 01, 2020",One-off,164,sbonds,0.2,261.9,76,19904.4,3
"Jul 01, 2020",One-off,164,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,164,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,165,stocks,0.7,181.47,385,69865.95,3
"Jul 01, 2020",One-off,165,cbonds,0.05,83.04,60,4982.4,3
"Jul 01, 2020",One-off,165,sbonds,0.15,261.9,57,14928.3,3
"Jul 01, 2020",One-off,165,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,165,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,166,stocks,0.7,181.47,385,69865.95,3
"Jul 01, 2020",One-off,166,cbonds,0.05,83.04,60,4982.4,3
"Jul 01, 2020",One-off,166,sbonds,0.15,261.9,57,14928.3,3
"Jul 01, 2020",One-off,166,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,166,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,167,stocks,0.7,181.47,385,69865.95,3
"Jul 01, 2020",One-off,167,cbonds,0.05,83.04,60,4982.4,3
"Jul 01, 2020",One-off,167,sbonds,0.15,261.9,57,14928.3,3
