Date,Trading method,Allocation no,Asset,Weight of asset,Asset price,Amount to buy,Total spending,Investment period
"Jul 01, 2020",One-off,5821,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5821,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5821,sbonds,0.7,261.9,267,69927.3,3
"Jul 01, 2020",One-off,5821,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,5821,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5822,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5822,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5822,sbonds,0.7,261.9,267,69927.3,3
"Jul 01, 2020",One-off,5822,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,5822,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,5823,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5823,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5823,sbonds,0.7,261.9,267,69927.3,3
"Jul 01, 2020",One-off,5823,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,5823,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,5824,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5824,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5824,sbonds,0.7,261.9,267,69927.3,3
"Jul 01, 2020",One-off,5824,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,5824,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,5825,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5825,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5825,sbonds,0.65,261.9,248,64951.2,3
"Jul 01, 2020",One-off,5825,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,5825,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5826,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5826,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5826,sbonds,0.65,261.9,248,64951.2,3
"Jul 01, 2020",One-off,5826,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,5826,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,5827,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5827,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5827,sbonds,0.65,261.9,248,64951.2,3
"Jul 01, 2020",One-off,5827,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,5827,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,5828,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5828,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5828,sbonds,0.65,261.9,248,64951.2,3
"Jul 01, 2020",One-off,5828,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,5828,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,5829,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5829,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5829,sbonds,0.65,261.9,248,64951.2,3
"Jul 01, 2020",One-off,5829,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,5829,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,5830,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5830,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5830,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,5830,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,5830,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5831,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5831,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5831,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,5831,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,5831,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,5832,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5832,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5832,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,5832,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,5832,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,5833,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5833,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5833,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,5833,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,5833,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,5834,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5834,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5834,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,5834,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,5834,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,5835,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5835,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5835,sbonds,0.6,261.9,229,59975.1,3
"Jul 01, 2020",One-off,5835,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,5835,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,5836,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5836,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5836,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,5836,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,5836,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5837,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5837,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5837,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,5837,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,5837,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,5838,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5838,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5838,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,5838,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,5838,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,5839,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5839,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5839,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,5839,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,5839,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,5840,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5840,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5840,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,5840,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,5840,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,5841,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5841,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5841,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,5841,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,5841,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,5842,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5842,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5842,sbonds,0.55,261.9,210,54999.0,3
"Jul 01, 2020",One-off,5842,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,5842,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,5843,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5843,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5843,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,5843,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,5843,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5844,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5844,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5844,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,5844,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,5844,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,5845,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5845,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5845,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,5845,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,5845,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,5846,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5846,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5846,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,5846,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,5846,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,5847,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5847,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5847,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,5847,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,5847,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,5848,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5848,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5848,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,5848,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,5848,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,5849,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5849,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5849,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,5849,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,5849,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,5850,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5850,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5850,sbonds,0.5,261.9,190,49761.0,3
"Jul 01, 2020",One-off,5850,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,5850,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,5851,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5851,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5851,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,5851,gold,0.4,166.62,240,39988.8,3
"Jul 01, 2020",One-off,5851,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5852,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5852,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5852,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,5852,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,5852,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,5853,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5853,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5853,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,5853,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,5853,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,5854,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5854,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5854,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,5854,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,5854,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,5855,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5855,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5855,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,5855,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,5855,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,5856,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5856,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5856,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,5856,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,5856,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,5857,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5857,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5857,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,5857,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,5857,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,5858,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5858,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5858,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,5858,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,5858,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,5859,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5859,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5859,sbonds,0.45,261.9,171,44784.9,3
"Jul 01, 2020",One-off,5859,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,5859,cash,0.4,1,40000,40000,3
"Jul 01, 2020",One-off,5860,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5860,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5860,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5860,gold,0.45,166.62,270,44987.4,3
"Jul 01, 2020",One-off,5860,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5861,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5861,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5861,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5861,gold,0.4,166.62,240,39988.8,3
"Jul 01, 2020",One-off,5861,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,5862,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5862,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5862,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5862,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,5862,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,5863,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5863,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5863,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5863,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,5863,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,5864,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5864,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5864,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5864,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,5864,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,5865,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5865,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5865,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5865,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,5865,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,5866,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5866,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5866,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5866,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,5866,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,5867,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5867,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5867,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5867,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,5867,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,5868,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5868,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5868,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5868,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,5868,cash,0.4,1,40000,40000,3
"Jul 01, 2020",One-off,5869,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5869,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5869,sbonds,0.4,261.9,152,39808.8,3
"Jul 01, 2020",One-off,5869,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,5869,cash,0.45,1,45000,45000,3
"Jul 01, 2020",One-off,5870,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5870,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5870,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5870,gold,0.5,166.62,300,49986.0,3
"Jul 01, 2020",One-off,5870,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5871,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5871,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5871,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5871,gold,0.45,166.62,270,44987.4,3
"Jul 01, 2020",One-off,5871,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,5872,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5872,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5872,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5872,gold,0.4,166.62,240,39988.8,3
"Jul 01, 2020",One-off,5872,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,5873,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5873,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5873,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5873,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,5873,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,5874,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5874,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5874,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5874,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,5874,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,5875,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5875,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5875,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5875,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,5875,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,5876,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5876,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5876,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5876,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,5876,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,5877,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5877,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5877,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5877,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,5877,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,5878,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5878,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5878,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5878,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,5878,cash,0.4,1,40000,40000,3
"Jul 01, 2020",One-off,5879,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5879,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5879,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5879,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,5879,cash,0.45,1,45000,45000,3
"Jul 01, 2020",One-off,5880,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5880,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5880,sbonds,0.35,261.9,133,34832.7,3
"Jul 01, 2020",One-off,5880,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,5880,cash,0.5,1,50000,50000,3
"Jul 01, 2020",One-off,5881,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5881,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5881,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5881,gold,0.55,166.62,330,54984.6,3
"Jul 01, 2020",One-off,5881,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5882,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5882,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5882,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5882,gold,0.5,166.62,300,49986.0,3
"Jul 01, 2020",One-off,5882,cash,0.05,1,5000,5000,3
"Jul 01, 2020",One-off,5883,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5883,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5883,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5883,gold,0.45,166.62,270,44987.4,3
"Jul 01, 2020",One-off,5883,cash,0.1,1,10000,10000,3
"Jul 01, 2020",One-off,5884,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5884,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5884,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5884,gold,0.4,166.62,240,39988.8,3
"Jul 01, 2020",One-off,5884,cash,0.15,1,15000,15000,3
"Jul 01, 2020",One-off,5885,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5885,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5885,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5885,gold,0.35,166.62,210,34990.2,3
"Jul 01, 2020",One-off,5885,cash,0.2,1,20000,20000,3
"Jul 01, 2020",One-off,5886,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5886,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5886,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5886,gold,0.3,166.62,180,29991.6,3
"Jul 01, 2020",One-off,5886,cash,0.25,1,25000,25000,3
"Jul 01, 2020",One-off,5887,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5887,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5887,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5887,gold,0.25,166.62,150,24993.0,3
"Jul 01, 2020",One-off,5887,cash,0.3,1,30000,30000,3
"Jul 01, 2020",One-off,5888,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5888,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5888,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5888,gold,0.2,166.62,120,19994.4,3
"Jul 01, 2020",One-off,5888,cash,0.35,1,35000,35000,3
"Jul 01, 2020",One-off,5889,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5889,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5889,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5889,gold,0.15,166.62,90,14995.8,3
"Jul 01, 2020",One-off,5889,cash,0.4,1,40000,40000,3
"Jul 01, 2020",One-off,5890,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5890,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5890,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5890,gold,0.1,166.62,60,9997.2,3
"Jul 01, 2020",One-off,5890,cash,0.45,1,45000,45000,3
"Jul 01, 2020",One-off,5891,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5891,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5891,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5891,gold,0.05,166.62,30,4998.6,3
"Jul 01, 2020",One-off,5891,cash,0.5,1,50000,50000,3
"Jul 01, 2020",One-off,5892,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5892,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5892,sbonds,0.3,261.9,114,29856.6,3
"Jul 01, 2020",One-off,5892,gold,0.0,166.62,0,0.0,3
"Jul 01, 2020",One-off,5892,cash,0.55,1,55000,55000,3
"Jul 01, 2020",One-off,5893,stocks,0.15,181.47,82,14880.54,3
"Jul 01, 2020",One-off,5893,cbonds,0.0,83.04,0,0.0,3
"Jul 01, 2020",One-off,5893,sbonds,0.25,261.9,95,24880.5,3
"Jul 01, 2020",One-off,5893,gold,0.6,166.62,360,59983.2,3
"Jul 01, 2020",One-off,5893,cash,0.0,1,0,0,3
"Jul 01, 2020",One-off,5894,stocks,0.15,181.47,82,14880.54,3
