,ST,CB,PB,GO,CA
5676,0.15,0.05,0.55,0.25,0.0
5677,0.15,0.05,0.55,0.2,0.05
5678,0.15,0.05,0.55,0.15,0.1
5679,0.15,0.05,0.55,0.1,0.15
5680,0.15,0.05,0.55,0.05,0.2
5681,0.15,0.05,0.55,0.0,0.25
5682,0.15,0.05,0.5,0.3,0.0
5683,0.15,0.05,0.5,0.25,0.05
5684,0.15,0.05,0.5,0.2,0.1
5685,0.15,0.05,0.5,0.15,0.15
5686,0.15,0.05,0.5,0.1,0.2
5687,0.15,0.05,0.5,0.05,0.25
5688,0.15,0.05,0.5,0.0,0.3
5689,0.15,0.05,0.45,0.35,0.0
5690,0.15,0.05,0.45,0.3,0.05
5691,0.15,0.05,0.45,0.25,0.1
5692,0.15,0.05,0.45,0.2,0.15
5693,0.15,0.05,0.45,0.15,0.2
5694,0.15,0.05,0.45,0.1,0.25
5695,0.15,0.05,0.45,0.05,0.3
5696,0.15,0.05,0.45,0.0,0.35
5697,0.15,0.05,0.4,0.4,0.0
5698,0.15,0.05,0.4,0.35,0.05
5699,0.15,0.05,0.4,0.3,0.1
5700,0.15,0.05,0.4,0.25,0.15
5701,0.15,0.05,0.4,0.2,0.2
5702,0.15,0.05,0.4,0.15,0.25
5703,0.15,0.05,0.4,0.1,0.3
5704,0.15,0.05,0.4,0.05,0.35
5705,0.15,0.05,0.4,0.0,0.4
5706,0.15,0.05,0.35,0.45,0.0
5707,0.15,0.05,0.35,0.4,0.05
5708,0.15,0.05,0.35,0.35,0.1
5709,0.15,0.05,0.35,0.3,0.15
5710,0.15,0.05,0.35,0.25,0.2
5711,0.15,0.05,0.35,0.2,0.25
5712,0.15,0.05,0.35,0.15,0.3
5713,0.15,0.05,0.35,0.1,0.35
5714,0.15,0.05,0.35,0.05,0.4
5715,0.15,0.05,0.35,0.0,0.45
5716,0.15,0.05,0.3,0.5,0.0
5717,0.15,0.05,0.3,0.45,0.05
5718,0.15,0.05,0.3,0.4,0.1
5719,0.15,0.05,0.3,0.35,0.15
5720,0.15,0.05,0.3,0.3,0.2
5721,0.15,0.05,0.3,0.25,0.25
5722,0.15,0.05,0.3,0.2,0.3
5723,0.15,0.05,0.3,0.15,0.35
5724,0.15,0.05,0.3,0.1,0.4
5725,0.15,0.05,0.3,0.05,0.45
5726,0.15,0.05,0.3,0.0,0.5
5727,0.15,0.05,0.25,0.55,0.0
5728,0.15,0.05,0.25,0.5,0.05
5729,0.15,0.05,0.25,0.45,0.1
5730,0.15,0.05,0.25,0.4,0.15
5731,0.15,0.05,0.25,0.35,0.2
5732,0.15,0.05,0.25,0.3,0.25
5733,0.15,0.05,0.25,0.25,0.3
5734,0.15,0.05,0.25,0.2,0.35
5735,0.15,0.05,0.25,0.15,0.4
5736,0.15,0.05,0.25,0.1,0.45
5737,0.15,0.05,0.25,0.05,0.5
5738,0.15,0.05,0.25,0.0,0.55
5739,0.15,0.05,0.2,0.6,0.0
5740,0.15,0.05,0.2,0.55,0.05
5741,0.15,0.05,0.2,0.5,0.1
5742,0.15,0.05,0.2,0.45,0.15
5743,0.15,0.05,0.2,0.4,0.2
5744,0.15,0.05,0.2,0.35,0.25
5745,0.15,0.05,0.2,0.3,0.3
5746,0.15,0.05,0.2,0.25,0.35
5747,0.15,0.05,0.2,0.2,0.4
5748,0.15,0.05,0.2,0.15,0.45
5749,0.15,0.05,0.2,0.1,0.5
5750,0.15,0.05,0.2,0.05,0.55
5751,0.15,0.05,0.2,0.0,0.6
5752,0.15,0.05,0.15,0.65,0.0
5753,0.15,0.05,0.15,0.6,0.05
5754,0.15,0.05,0.15,0.55,0.1
5755,0.15,0.05,0.15,0.5,0.15
5756,0.15,0.05,0.15,0.45,0.2
5757,0.15,0.05,0.15,0.4,0.25
5758,0.15,0.05,0.15,0.35,0.3
5759,0.15,0.05,0.15,0.3,0.35
5760,0.15,0.05,0.15,0.25,0.4
5761,0.15,0.05,0.15,0.2,0.45
5762,0.15,0.05,0.15,0.15,0.5
5763,0.15,0.05,0.15,0.1,0.55
5764,0.15,0.05,0.15,0.05,0.6
5765,0.15,0.05,0.15,0.0,0.65
5766,0.15,0.05,0.1,0.7,0.0
5767,0.15,0.05,0.1,0.65,0.05
5768,0.15,0.05,0.1,0.6,0.1
5769,0.15,0.05,0.1,0.55,0.15
5770,0.15,0.05,0.1,0.5,0.2
5771,0.15,0.05,0.1,0.45,0.25
5772,0.15,0.05,0.1,0.4,0.3
5773,0.15,0.05,0.1,0.35,0.35
5774,0.15,0.05,0.1,0.3,0.4
5775,0.15,0.05,0.1,0.25,0.45
5776,0.15,0.05,0.1,0.2,0.5
5777,0.15,0.05,0.1,0.15,0.55
5778,0.15,0.05,0.1,0.1,0.6
5779,0.15,0.05,0.1,0.05,0.65
5780,0.15,0.05,0.1,0.0,0.7
5781,0.15,0.05,0.05,0.75,0.0
5782,0.15,0.05,0.05,0.7,0.05
5783,0.15,0.05,0.05,0.65,0.1
5784,0.15,0.05,0.05,0.6,0.15
5785,0.15,0.05,0.05,0.55,0.2
5786,0.15,0.05,0.05,0.5,0.25
5787,0.15,0.05,0.05,0.45,0.3
5788,0.15,0.05,0.05,0.4,0.35
5789,0.15,0.05,0.05,0.35,0.4
5790,0.15,0.05,0.05,0.3,0.45
5791,0.15,0.05,0.05,0.25,0.5
5792,0.15,0.05,0.05,0.2,0.55
5793,0.15,0.05,0.05,0.15,0.6
5794,0.15,0.05,0.05,0.1,0.65
5795,0.15,0.05,0.05,0.05,0.7
5796,0.15,0.05,0.05,0.0,0.75
5797,0.15,0.05,0.0,0.8,0.0
5798,0.15,0.05,0.0,0.75,0.05
5799,0.15,0.05,0.0,0.7,0.1
5800,0.15,0.05,0.0,0.65,0.15
5801,0.15,0.05,0.0,0.6,0.2
5802,0.15,0.05,0.0,0.55,0.25
5803,0.15,0.05,0.0,0.5,0.3
5804,0.15,0.05,0.0,0.45,0.35
5805,0.15,0.05,0.0,0.4,0.4
5806,0.15,0.05,0.0,0.35,0.45
5807,0.15,0.05,0.0,0.3,0.5
5808,0.15,0.05,0.0,0.25,0.55
5809,0.15,0.05,0.0,0.2,0.6
5810,0.15,0.05,0.0,0.15,0.65
5811,0.15,0.05,0.0,0.1,0.7
5812,0.15,0.05,0.0,0.05,0.75
5813,0.15,0.05,0.0,0.0,0.8
5814,0.15,0.0,0.85,0.0,0.0
5815,0.15,0.0,0.8,0.05,0.0
5816,0.15,0.0,0.8,0.0,0.05
5817,0.15,0.0,0.75,0.1,0.0
5818,0.15,0.0,0.75,0.05,0.05
5819,0.15,0.0,0.75,0.0,0.1
5820,0.15,0.0,0.7,0.15,0.0
5821,0.15,0.0,0.7,0.1,0.05
5822,0.15,0.0,0.7,0.05,0.1
5823,0.15,0.0,0.7,0.0,0.15
5824,0.15,0.0,0.65,0.2,0.0
5825,0.15,0.0,0.65,0.15,0.05
5826,0.15,0.0,0.65,0.1,0.1
5827,0.15,0.0,0.65,0.05,0.15
5828,0.15,0.0,0.65,0.0,0.2
5829,0.15,0.0,0.6,0.25,0.0
5830,0.15,0.0,0.6,0.2,0.05
5831,0.15,0.0,0.6,0.15,0.1
5832,0.15,0.0,0.6,0.1,0.15
5833,0.15,0.0,0.6,0.05,0.2
5834,0.15,0.0,0.6,0.0,0.25
5835,0.15,0.0,0.55,0.3,0.0
5836,0.15,0.0,0.55,0.25,0.05
5837,0.15,0.0,0.55,0.2,0.1
5838,0.15,0.0,0.55,0.15,0.15
5839,0.15,0.0,0.55,0.1,0.2
5840,0.15,0.0,0.55,0.05,0.25
5841,0.15,0.0,0.55,0.0,0.3
5842,0.15,0.0,0.5,0.35,0.0
5843,0.15,0.0,0.5,0.3,0.05
5844,0.15,0.0,0.5,0.25,0.1
5845,0.15,0.0,0.5,0.2,0.15
5846,0.15,0.0,0.5,0.15,0.2
5847,0.15,0.0,0.5,0.1,0.25
5848,0.15,0.0,0.5,0.05,0.3
5849,0.15,0.0,0.5,0.0,0.35
5850,0.15,0.0,0.45,0.4,0.0
5851,0.15,0.0,0.45,0.35,0.05
5852,0.15,0.0,0.45,0.3,0.1
5853,0.15,0.0,0.45,0.25,0.15
5854,0.15,0.0,0.45,0.2,0.2
5855,0.15,0.0,0.45,0.15,0.25
5856,0.15,0.0,0.45,0.1,0.3
5857,0.15,0.0,0.45,0.05,0.35
5858,0.15,0.0,0.45,0.0,0.4
5859,0.15,0.0,0.4,0.45,0.0
5860,0.15,0.0,0.4,0.4,0.05
5861,0.15,0.0,0.4,0.35,0.1
5862,0.15,0.0,0.4,0.3,0.15
5863,0.15,0.0,0.4,0.25,0.2
5864,0.15,0.0,0.4,0.2,0.25
5865,0.15,0.0,0.4,0.15,0.3
5866,0.15,0.0,0.4,0.1,0.35
5867,0.15,0.0,0.4,0.05,0.4
5868,0.15,0.0,0.4,0.0,0.45
5869,0.15,0.0,0.35,0.5,0.0
5870,0.15,0.0,0.35,0.45,0.05
5871,0.15,0.0,0.35,0.4,0.1
5872,0.15,0.0,0.35,0.35,0.15
5873,0.15,0.0,0.35,0.3,0.2
5874,0.15,0.0,0.35,0.25,0.25
5875,0.15,0.0,0.35,0.2,0.3
5876,0.15,0.0,0.35,0.15,0.35
5877,0.15,0.0,0.35,0.1,0.4
5878,0.15,0.0,0.35,0.05,0.45
5879,0.15,0.0,0.35,0.0,0.5
5880,0.15,0.0,0.3,0.55,0.0
5881,0.15,0.0,0.3,0.5,0.05
5882,0.15,0.0,0.3,0.45,0.1
5883,0.15,0.0,0.3,0.4,0.15
5884,0.15,0.0,0.3,0.35,0.2
5885,0.15,0.0,0.3,0.3,0.25
5886,0.15,0.0,0.3,0.25,0.3
5887,0.15,0.0,0.3,0.2,0.35
5888,0.15,0.0,0.3,0.15,0.4
5889,0.15,0.0,0.3,0.1,0.45
5890,0.15,0.0,0.3,0.05,0.5
5891,0.15,0.0,0.3,0.0,0.55
5892,0.15,0.0,0.25,0.6,0.0
5893,0.15,0.0,0.25,0.55,0.05
5894,0.15,0.0,0.25,0.5,0.1
5895,0.15,0.0,0.25,0.45,0.15
5896,0.15,0.0,0.25,0.4,0.2
5897,0.15,0.0,0.25,0.35,0.25
5898,0.15,0.0,0.25,0.3,0.3
5899,0.15,0.0,0.25,0.25,0.35
5900,0.15,0.0,0.25,0.2,0.4
5901,0.15,0.0,0.25,0.15,0.45
5902,0.15,0.0,0.25,0.1,0.5
5903,0.15,0.0,0.25,0.05,0.55
5904,0.15,0.0,0.25,0.0,0.6
5905,0.15,0.0,0.2,0.65,0.0
5906,0.15,0.0,0.2,0.6,0.05
5907,0.15,0.0,0.2,0.55,0.1
5908,0.15,0.0,0.2,0.5,0.15
5909,0.15,0.0,0.2,0.45,0.2
5910,0.15,0.0,0.2,0.4,0.25
5911,0.15,0.0,0.2,0.35,0.3
5912,0.15,0.0,0.2,0.3,0.35
5913,0.15,0.0,0.2,0.25,0.4
5914,0.15,0.0,0.2,0.2,0.45
5915,0.15,0.0,0.2,0.15,0.5
5916,0.15,0.0,0.2,0.1,0.55
5917,0.15,0.0,0.2,0.05,0.6
5918,0.15,0.0,0.2,0.0,0.65
5919,0.15,0.0,0.15,0.7,0.0
5920,0.15,0.0,0.15,0.65,0.05
5921,0.15,0.0,0.15,0.6,0.1
5922,0.15,0.0,0.15,0.55,0.15
5923,0.15,0.0,0.15,0.5,0.2
5924,0.15,0.0,0.15,0.45,0.25
5925,0.15,0.0,0.15,0.4,0.3
5926,0.15,0.0,0.15,0.35,0.35
5927,0.15,0.0,0.15,0.3,0.4
5928,0.15,0.0,0.15,0.25,0.45
5929,0.15,0.0,0.15,0.2,0.5
5930,0.15,0.0,0.15,0.15,0.55
5931,0.15,0.0,0.15,0.1,0.6
5932,0.15,0.0,0.15,0.05,0.65
5933,0.15,0.0,0.15,0.0,0.7
5934,0.15,0.0,0.1,0.75,0.0
5935,0.15,0.0,0.1,0.7,0.05
5936,0.15,0.0,0.1,0.65,0.1
5937,0.15,0.0,0.1,0.6,0.15
5938,0.15,0.0,0.1,0.55,0.2
5939,0.15,0.0,0.1,0.5,0.25
5940,0.15,0.0,0.1,0.45,0.3
5941,0.15,0.0,0.1,0.4,0.35
5942,0.15,0.0,0.1,0.35,0.4
5943,0.15,0.0,0.1,0.3,0.45
5944,0.15,0.0,0.1,0.25,0.5
5945,0.15,0.0,0.1,0.2,0.55
5946,0.15,0.0,0.1,0.15,0.6
5947,0.15,0.0,0.1,0.1,0.65
5948,0.15,0.0,0.1,0.05,0.7
5949,0.15,0.0,0.1,0.0,0.75
5950,0.15,0.0,0.05,0.8,0.0
5951,0.15,0.0,0.05,0.75,0.05
5952,0.15,0.0,0.05,0.7,0.1
5953,0.15,0.0,0.05,0.65,0.15
5954,0.15,0.0,0.05,0.6,0.2
5955,0.15,0.0,0.05,0.55,0.25
5956,0.15,0.0,0.05,0.5,0.3
5957,0.15,0.0,0.05,0.45,0.35
5958,0.15,0.0,0.05,0.4,0.4
5959,0.15,0.0,0.05,0.35,0.45
5960,0.15,0.0,0.05,0.3,0.5
5961,0.15,0.0,0.05,0.25,0.55
5962,0.15,0.0,0.05,0.2,0.6
5963,0.15,0.0,0.05,0.15,0.65
5964,0.15,0.0,0.05,0.1,0.7
5965,0.15,0.0,0.05,0.05,0.75
5966,0.15,0.0,0.05,0.0,0.8
5967,0.15,0.0,0.0,0.85,0.0
5968,0.15,0.0,0.0,0.8,0.05
5969,0.15,0.0,0.0,0.75,0.1
5970,0.15,0.0,0.0,0.7,0.15
5971,0.15,0.0,0.0,0.65,0.2
5972,0.15,0.0,0.0,0.6,0.25
5973,0.15,0.0,0.0,0.55,0.3
5974,0.15,0.0,0.0,0.5,0.35
5975,0.15,0.0,0.0,0.45,0.4
5976,0.15,0.0,0.0,0.4,0.45
5977,0.15,0.0,0.0,0.35,0.5
5978,0.15,0.0,0.0,0.3,0.55
5979,0.15,0.0,0.0,0.25,0.6
5980,0.15,0.0,0.0,0.2,0.65
5981,0.15,0.0,0.0,0.15,0.7
5982,0.15,0.0,0.0,0.1,0.75
5983,0.15,0.0,0.0,0.05,0.8
5984,0.15,0.0,0.0,0.0,0.85
5985,0.1,0.9,0.0,0.0,0.0
5986,0.1,0.85,0.05,0.0,0.0
5987,0.1,0.85,0.0,0.05,0.0
5988,0.1,0.85,0.0,0.0,0.05
5989,0.1,0.8,0.1,0.0,0.0
5990,0.1,0.8,0.05,0.05,0.0
5991,0.1,0.8,0.05,0.0,0.05
5992,0.1,0.8,0.0,0.1,0.0
5993,0.1,0.8,0.0,0.05,0.05
5994,0.1,0.8,0.0,0.0,0.1
5995,0.1,0.75,0.15,0.0,0.0
5996,0.1,0.75,0.1,0.05,0.0
5997,0.1,0.75,0.1,0.0,0.05
5998,0.1,0.75,0.05,0.1,0.0
5999,0.1,0.75,0.05,0.05,0.05
6000,0.1,0.75,0.05,0.0,0.1
6001,0.1,0.75,0.0,0.15,0.0
6002,0.1,0.75,0.0,0.1,0.05
6003,0.1,0.75,0.0,0.05,0.1
6004,0.1,0.75,0.0,0.0,0.15
6005,0.1,0.7,0.2,0.0,0.0
6006,0.1,0.7,0.15,0.05,0.0
6007,0.1,0.7,0.15,0.0,0.05
6008,0.1,0.7,0.1,0.1,0.0
6009,0.1,0.7,0.1,0.05,0.05
6010,0.1,0.7,0.1,0.0,0.1
6011,0.1,0.7,0.05,0.15,0.0
6012,0.1,0.7,0.05,0.1,0.05
6013,0.1,0.7,0.05,0.05,0.1
6014,0.1,0.7,0.05,0.0,0.15
6015,0.1,0.7,0.0,0.2,0.0
6016,0.1,0.7,0.0,0.15,0.05
6017,0.1,0.7,0.0,0.1,0.1
6018,0.1,0.7,0.0,0.05,0.15
6019,0.1,0.7,0.0,0.0,0.2
6020,0.1,0.65,0.25,0.0,0.0
6021,0.1,0.65,0.2,0.05,0.0
6022,0.1,0.65,0.2,0.0,0.05
6023,0.1,0.65,0.15,0.1,0.0
6024,0.1,0.65,0.15,0.05,0.05
6025,0.1,0.65,0.15,0.0,0.1
6026,0.1,0.65,0.1,0.15,0.0
6027,0.1,0.65,0.1,0.1,0.05
6028,0.1,0.65,0.1,0.05,0.1
6029,0.1,0.65,0.1,0.0,0.15
6030,0.1,0.65,0.05,0.2,0.0
6031,0.1,0.65,0.05,0.15,0.05
6032,0.1,0.65,0.05,0.1,0.1
6033,0.1,0.65,0.05,0.05,0.15
6034,0.1,0.65,0.05,0.0,0.2
6035,0.1,0.65,0.0,0.25,0.0
6036,0.1,0.65,0.0,0.2,0.05
6037,0.1,0.65,0.0,0.15,0.1
6038,0.1,0.65,0.0,0.1,0.15
6039,0.1,0.65,0.0,0.05,0.2
6040,0.1,0.65,0.0,0.0,0.25
6041,0.1,0.6,0.3,0.0,0.0
6042,0.1,0.6,0.25,0.05,0.0
6043,0.1,0.6,0.25,0.0,0.05
6044,0.1,0.6,0.2,0.1,0.0
6045,0.1,0.6,0.2,0.05,0.05
6046,0.1,0.6,0.2,0.0,0.1
6047,0.1,0.6,0.15,0.15,0.0
6048,0.1,0.6,0.15,0.1,0.05
6049,0.1,0.6,0.15,0.05,0.1
6050,0.1,0.6,0.15,0.0,0.15
6051,0.1,0.6,0.1,0.2,0.0
6052,0.1,0.6,0.1,0.15,0.05
6053,0.1,0.6,0.1,0.1,0.1
6054,0.1,0.6,0.1,0.05,0.15
6055,0.1,0.6,0.1,0.0,0.2
6056,0.1,0.6,0.05,0.25,0.0
6057,0.1,0.6,0.05,0.2,0.05
6058,0.1,0.6,0.05,0.15,0.1
6059,0.1,0.6,0.05,0.1,0.15
6060,0.1,0.6,0.05,0.05,0.2
6061,0.1,0.6,0.05,0.0,0.25
6062,0.1,0.6,0.0,0.3,0.0
6063,0.1,0.6,0.0,0.25,0.05
6064,0.1,0.6,0.0,0.2,0.1
6065,0.1,0.6,0.0,0.15,0.15
6066,0.1,0.6,0.0,0.1,0.2
6067,0.1,0.6,0.0,0.05,0.25
6068,0.1,0.6,0.0,0.0,0.3
6069,0.1,0.55,0.35,0.0,0.0
6070,0.1,0.55,0.3,0.05,0.0
6071,0.1,0.55,0.3,0.0,0.05
6072,0.1,0.55,0.25,0.1,0.0
6073,0.1,0.55,0.25,0.05,0.05
6074,0.1,0.55,0.25,0.0,0.1
6075,0.1,0.55,0.2,0.15,0.0
6076,0.1,0.55,0.2,0.1,0.05
6077,0.1,0.55,0.2,0.05,0.1
6078,0.1,0.55,0.2,0.0,0.15
6079,0.1,0.55,0.15,0.2,0.0
6080,0.1,0.55,0.15,0.15,0.05
6081,0.1,0.55,0.15,0.1,0.1
6082,0.1,0.55,0.15,0.05,0.15
6083,0.1,0.55,0.15,0.0,0.2
6084,0.1,0.55,0.1,0.25,0.0
6085,0.1,0.55,0.1,0.2,0.05
6086,0.1,0.55,0.1,0.15,0.1
6087,0.1,0.55,0.1,0.1,0.15
6088,0.1,0.55,0.1,0.05,0.2
6089,0.1,0.55,0.1,0.0,0.25
6090,0.1,0.55,0.05,0.3,0.0
6091,0.1,0.55,0.05,0.25,0.05
6092,0.1,0.55,0.05,0.2,0.1
6093,0.1,0.55,0.05,0.15,0.15
6094,0.1,0.55,0.05,0.1,0.2
6095,0.1,0.55,0.05,0.05,0.25
6096,0.1,0.55,0.05,0.0,0.3
6097,0.1,0.55,0.0,0.35,0.0
6098,0.1,0.55,0.0,0.3,0.05
6099,0.1,0.55,0.0,0.25,0.1
6100,0.1,0.55,0.0,0.2,0.15
6101,0.1,0.55,0.0,0.15,0.2
6102,0.1,0.55,0.0,0.1,0.25
6103,0.1,0.55,0.0,0.05,0.3
6104,0.1,0.55,0.0,0.0,0.35
6105,0.1,0.5,0.4,0.0,0.0
6106,0.1,0.5,0.35,0.05,0.0
6107,0.1,0.5,0.35,0.0,0.05
6108,0.1,0.5,0.3,0.1,0.0
6109,0.1,0.5,0.3,0.05,0.05
6110,0.1,0.5,0.3,0.0,0.1
6111,0.1,0.5,0.25,0.15,0.0
6112,0.1,0.5,0.25,0.1,0.05
6113,0.1,0.5,0.25,0.05,0.1
6114,0.1,0.5,0.25,0.0,0.15
6115,0.1,0.5,0.2,0.2,0.0
6116,0.1,0.5,0.2,0.15,0.05
6117,0.1,0.5,0.2,0.1,0.1
6118,0.1,0.5,0.2,0.05,0.15
6119,0.1,0.5,0.2,0.0,0.2
6120,0.1,0.5,0.15,0.25,0.0
6121,0.1,0.5,0.15,0.2,0.05
6122,0.1,0.5,0.15,0.15,0.1
6123,0.1,0.5,0.15,0.1,0.15
6124,0.1,0.5,0.15,0.05,0.2
6125,0.1,0.5,0.15,0.0,0.25
6126,0.1,0.5,0.1,0.3,0.0
6127,0.1,0.5,0.1,0.25,0.05
6128,0.1,0.5,0.1,0.2,0.1
6129,0.1,0.5,0.1,0.15,0.15
6130,0.1,0.5,0.1,0.1,0.2
6131,0.1,0.5,0.1,0.05,0.25
6132,0.1,0.5,0.1,0.0,0.3
6133,0.1,0.5,0.05,0.35,0.0
6134,0.1,0.5,0.05,0.3,0.05
6135,0.1,0.5,0.05,0.25,0.1
6136,0.1,0.5,0.05,0.2,0.15
6137,0.1,0.5,0.05,0.15,0.2
6138,0.1,0.5,0.05,0.1,0.25
6139,0.1,0.5,0.05,0.05,0.3
6140,0.1,0.5,0.05,0.0,0.35
6141,0.1,0.5,0.0,0.4,0.0
6142,0.1,0.5,0.0,0.35,0.05
6143,0.1,0.5,0.0,0.3,0.1
6144,0.1,0.5,0.0,0.25,0.15
6145,0.1,0.5,0.0,0.2,0.2
6146,0.1,0.5,0.0,0.15,0.25
6147,0.1,0.5,0.0,0.1,0.3
6148,0.1,0.5,0.0,0.05,0.35
6149,0.1,0.5,0.0,0.0,0.4
6150,0.1,0.45,0.45,0.0,0.0
6151,0.1,0.45,0.4,0.05,0.0
6152,0.1,0.45,0.4,0.0,0.05
6153,0.1,0.45,0.35,0.1,0.0
6154,0.1,0.45,0.35,0.05,0.05
6155,0.1,0.45,0.35,0.0,0.1
6156,0.1,0.45,0.3,0.15,0.0
6157,0.1,0.45,0.3,0.1,0.05
6158,0.1,0.45,0.3,0.05,0.1
6159,0.1,0.45,0.3,0.0,0.15
6160,0.1,0.45,0.25,0.2,0.0
6161,0.1,0.45,0.25,0.15,0.05
6162,0.1,0.45,0.25,0.1,0.1
6163,0.1,0.45,0.25,0.05,0.15
6164,0.1,0.45,0.25,0.0,0.2
6165,0.1,0.45,0.2,0.25,0.0
6166,0.1,0.45,0.2,0.2,0.05
6167,0.1,0.45,0.2,0.15,0.1
6168,0.1,0.45,0.2,0.1,0.15
6169,0.1,0.45,0.2,0.05,0.2
6170,0.1,0.45,0.2,0.0,0.25
6171,0.1,0.45,0.15,0.3,0.0
6172,0.1,0.45,0.15,0.25,0.05
6173,0.1,0.45,0.15,0.2,0.1
6174,0.1,0.45,0.15,0.15,0.15
6175,0.1,0.45,0.15,0.1,0.2
6176,0.1,0.45,0.15,0.05,0.25
6177,0.1,0.45,0.15,0.0,0.3
6178,0.1,0.45,0.1,0.35,0.0
6179,0.1,0.45,0.1,0.3,0.05
6180,0.1,0.45,0.1,0.25,0.1
6181,0.1,0.45,0.1,0.2,0.15
6182,0.1,0.45,0.1,0.15,0.2
6183,0.1,0.45,0.1,0.1,0.25
6184,0.1,0.45,0.1,0.05,0.3
6185,0.1,0.45,0.1,0.0,0.35
6186,0.1,0.45,0.05,0.4,0.0
6187,0.1,0.45,0.05,0.35,0.05
6188,0.1,0.45,0.05,0.3,0.1
6189,0.1,0.45,0.05,0.25,0.15
6190,0.1,0.45,0.05,0.2,0.2
6191,0.1,0.45,0.05,0.15,0.25
6192,0.1,0.45,0.05,0.1,0.3
6193,0.1,0.45,0.05,0.05,0.35
6194,0.1,0.45,0.05,0.0,0.4
6195,0.1,0.45,0.0,0.45,0.0
6196,0.1,0.45,0.0,0.4,0.05
6197,0.1,0.45,0.0,0.35,0.1
6198,0.1,0.45,0.0,0.3,0.15
6199,0.1,0.45,0.0,0.25,0.2
6200,0.1,0.45,0.0,0.2,0.25
6201,0.1,0.45,0.0,0.15,0.3
6202,0.1,0.45,0.0,0.1,0.35
6203,0.1,0.45,0.0,0.05,0.4
6204,0.1,0.45,0.0,0.0,0.45
6205,0.1,0.4,0.5,0.0,0.0
6206,0.1,0.4,0.45,0.05,0.0
6207,0.1,0.4,0.45,0.0,0.05
6208,0.1,0.4,0.4,0.1,0.0
6209,0.1,0.4,0.4,0.05,0.05
6210,0.1,0.4,0.4,0.0,0.1
6211,0.1,0.4,0.35,0.15,0.0
6212,0.1,0.4,0.35,0.1,0.05
6213,0.1,0.4,0.35,0.05,0.1
6214,0.1,0.4,0.35,0.0,0.15
6215,0.1,0.4,0.3,0.2,0.0
6216,0.1,0.4,0.3,0.15,0.05
6217,0.1,0.4,0.3,0.1,0.1
6218,0.1,0.4,0.3,0.05,0.15
6219,0.1,0.4,0.3,0.0,0.2
6220,0.1,0.4,0.25,0.25,0.0
6221,0.1,0.4,0.25,0.2,0.05
6222,0.1,0.4,0.25,0.15,0.1
6223,0.1,0.4,0.25,0.1,0.15
6224,0.1,0.4,0.25,0.05,0.2
6225,0.1,0.4,0.25,0.0,0.25
6226,0.1,0.4,0.2,0.3,0.0
6227,0.1,0.4,0.2,0.25,0.05
6228,0.1,0.4,0.2,0.2,0.1
6229,0.1,0.4,0.2,0.15,0.15
6230,0.1,0.4,0.2,0.1,0.2
6231,0.1,0.4,0.2,0.05,0.25
6232,0.1,0.4,0.2,0.0,0.3
6233,0.1,0.4,0.15,0.35,0.0
6234,0.1,0.4,0.15,0.3,0.05
6235,0.1,0.4,0.15,0.25,0.1
6236,0.1,0.4,0.15,0.2,0.15
6237,0.1,0.4,0.15,0.15,0.2
6238,0.1,0.4,0.15,0.1,0.25
6239,0.1,0.4,0.15,0.05,0.3
6240,0.1,0.4,0.15,0.0,0.35
6241,0.1,0.4,0.1,0.4,0.0
6242,0.1,0.4,0.1,0.35,0.05
6243,0.1,0.4,0.1,0.3,0.1
6244,0.1,0.4,0.1,0.25,0.15
6245,0.1,0.4,0.1,0.2,0.2
6246,0.1,0.4,0.1,0.15,0.25
6247,0.1,0.4,0.1,0.1,0.3
6248,0.1,0.4,0.1,0.05,0.35
6249,0.1,0.4,0.1,0.0,0.4
6250,0.1,0.4,0.05,0.45,0.0
6251,0.1,0.4,0.05,0.4,0.05
6252,0.1,0.4,0.05,0.35,0.1
6253,0.1,0.4,0.05,0.3,0.15
6254,0.1,0.4,0.05,0.25,0.2
6255,0.1,0.4,0.05,0.2,0.25
6256,0.1,0.4,0.05,0.15,0.3
6257,0.1,0.4,0.05,0.1,0.35
6258,0.1,0.4,0.05,0.05,0.4
6259,0.1,0.4,0.05,0.0,0.45
6260,0.1,0.4,0.0,0.5,0.0
6261,0.1,0.4,0.0,0.45,0.05
6262,0.1,0.4,0.0,0.4,0.1
6263,0.1,0.4,0.0,0.35,0.15
6264,0.1,0.4,0.0,0.3,0.2
6265,0.1,0.4,0.0,0.25,0.25
6266,0.1,0.4,0.0,0.2,0.3
6267,0.1,0.4,0.0,0.15,0.35
6268,0.1,0.4,0.0,0.1,0.4
6269,0.1,0.4,0.0,0.05,0.45
6270,0.1,0.4,0.0,0.0,0.5
6271,0.1,0.35,0.55,0.0,0.0
6272,0.1,0.35,0.5,0.05,0.0
6273,0.1,0.35,0.5,0.0,0.05
6274,0.1,0.35,0.45,0.1,0.0
6275,0.1,0.35,0.45,0.05,0.05
6276,0.1,0.35,0.45,0.0,0.1
6277,0.1,0.35,0.4,0.15,0.0
6278,0.1,0.35,0.4,0.1,0.05
6279,0.1,0.35,0.4,0.05,0.1
6280,0.1,0.35,0.4,0.0,0.15
6281,0.1,0.35,0.35,0.2,0.0
6282,0.1,0.35,0.35,0.15,0.05
6283,0.1,0.35,0.35,0.1,0.1
